Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Citizenship,Family Position,Attendance,Field of Study,Special Needs,Target
1,1,2,9773.0,1.0,1.0,140.0,1,1,1,9.0,9.0,136.9,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,13.5,0.0,0.0,6.0,7.0,6,14.428571428571429,0,16.2,0.3,-0.92,Amsterdam,Youngest Child,Online,Medicine,No Special Needs,Graduate
1,1,2,9853.0,1.0,1.0,131.0,1,1,1,2.0,9.0,121.9,1,0,0,1,0,0,20,0.0,0,6.0,6,6.0,13.5,0.0,0.0,6.0,6.0,0,0.0,0,12.7,3.7,-1.7,Brussels,Middle Child,Full-Time,Medicine,No Special Needs,Dropout
1,43,1,9773.0,1.0,,,1,38,37,,5.0,127.9,1,0,0,1,0,0,20,,0,6.0,6,,,,0.0,6.0,7.0,6,12.857142857142858,0,15.5,2.8,-4.06,,,Evening Classes,Medicine,,Graduate
1,18,2,9500.0,1.0,1.0,135.0,1,38,37,9.0,5.0,125.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,11.785714285714286,0.0,0.0,8.0,8.0,7,11.785714285714286,0,12.7,3.7,-1.7,Lisbon,First Child,Online,Medicine,No Special Needs,Graduate
1,1,1,,1.0,1.0,,1,37,37,9.0,3.0,115.7,1,0,0,1,0,0,20,0.0,0,,0,0.0,,,,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Saint Petersburg,,Part-Time,Engineering,,Dropout
1,18,3,9070.0,1.0,1.0,,1,38,37,9.0,7.0,125.1,1,0,0,1,0,1,19,0.0,0,6.0,6,6.0,12.666666666666666,,0.0,6.0,6.0,6,13.0,0,15.5,2.8,-4.06,Dublin,,Evening Classes,Science,,Graduate
1,17,4,9500.0,1.0,1.0,143.0,1,19,38,9.0,6.0,131.5,1,0,0,1,1,1,18,0.0,0,7.0,8,7.0,12.5125,0.0,0.0,8.0,8.0,8,14.1875,0,13.9,-0.3,0.79,Lisbon,First Child,Online,Commerce,Special Needs,Graduate
2,43,1,9991.0,0.0,,,1,38,19,,3.0,120.1,0,0,0,0,0,0,39,,11,15.0,15,,,,8.0,13.0,14.0,8,11.25,0,10.8,1.4,1.74,,,Part-Time,Commerce,,Dropout
5,39,1,9853.0,1.0,19.0,,1,38,1,5.0,3.0,105.5,0,0,1,1,0,0,33,0.0,0,6.0,7,5.0,13.2,,0.0,6.0,7.0,5,10.6,0,7.6,2.6,0.32,Paris,,Part-Time,Commerce,,Dropout
1,17,3,9670.0,1.0,1.0,147.0,1,37,37,8.0,8.0,128.8,0,0,1,1,0,0,19,0.0,0,5.0,5,1.0,10.0,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Paris,Youngest Child,Online,Commerce,Special Needs,Dropout
1,51,1,9853.0,1.0,1.0,139.0,1,1,1,4.0,10.0,134.0,0,0,0,1,0,0,21,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Athens,Middle Child,Online,Science,Special Needs,Dropout
1,5,1,9147.0,1.0,1.0,126.0,1,19,38,5.0,6.0,117.3,1,0,0,1,0,0,19,0.0,0,5.0,15,3.0,10.8,0.0,0.0,5.0,6.0,3,10.5,0,13.9,-0.3,0.79,Zurich,First Child,Online,Science,Special Needs,Enrolled
1,17,1,9238.0,1.0,1.0,,1,38,38,7.0,7.0,159.7,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,15.142857142857142,,0.0,6.0,6.0,6,15.833333333333334,0,12.7,3.7,-1.7,Budapest,,Online,Commerce,,Graduate
1,1,1,9130.0,1.0,1.0,133.0,1,2,37,9.0,7.0,125.7,1,0,0,1,1,1,18,0.0,0,6.0,7,6.0,13.5,0.0,0.0,6.0,8.0,6,12.5,0,12.4,0.5,1.79,Saint Petersburg,Youngest Child,Part-Time,Arts,Special Needs,Graduate
1,44,1,9070.0,1.0,1.0,,1,1,1,9.0,8.0,144.3,1,0,0,1,0,0,19,0.0,2,7.0,7,7.0,13.0,,5.0,9.0,9.0,9,13.22222222222222,0,12.4,0.5,1.79,Venice,,Online,Arts,,Graduate
1,44,1,9085.0,,39.0,,1,38,38,4.0,,150.0,1,0,0,1,1,0,20,,1,6.0,11,6.0,13.8,,1.0,,,6,,0,16.2,,-0.92,,,Online,Science,,Graduate
1,1,4,9670.0,1.0,1.0,,1,1,1,7.0,7.0,116.5,1,0,0,1,0,0,20,0.0,0,6.0,7,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,16.2,0.3,-0.92,Brussels,,Online,Science,,Dropout
1,1,6,9119.0,1.0,1.0,,1,19,19,7.0,3.0,116.6,1,0,0,1,1,1,20,0.0,0,5.0,6,5.0,14.0,,0.0,5.0,7.0,5,13.8,0,8.9,1.4,3.51,Lisbon,,Evening Classes,Engineering,,Graduate
2,1,1,9147.0,1.0,1.0,137.0,1,19,37,9.0,9.0,124.4,0,0,0,1,0,0,19,0.0,0,5.0,6,4.0,11.25,0.0,0.0,5.0,10.0,3,11.714285714285714,0,10.8,1.4,1.74,Helsinki,First Child,Evening Classes,Science,Special Needs,Enrolled
1,39,1,9991.0,0.0,1.0,133.1,1,38,37,9.0,9.0,154.4,0,0,0,1,1,0,27,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,10.8,1.4,1.74,Zurich,Youngest Child,Part-Time,Medicine,No Special Needs,Dropout
2,39,1,8014.0,0.0,1.0,,1,19,1,4.0,8.0,144.3,0,0,0,1,1,0,41,0.0,6,10.0,10,10.0,12.5,,3.0,7.0,7.0,7,12.142857142857142,0,10.8,1.4,1.74,Zurich,,Online,Engineering,,Graduate
1,39,1,8014.0,0.0,1.0,120.0,1,1,1,4.0,4.0,150.5,0,0,0,1,0,0,27,0.0,0,6.0,6,6.0,12.5,0.0,1.0,6.0,6.0,6,12.333333333333334,0,15.5,2.8,-4.06,Rome,Middle Child,Evening Classes,Commerce,Special Needs,Graduate
1,17,5,9853.0,,1.0,,1,19,38,4.0,,122.1,1,0,0,1,0,1,18,,0,6.0,8,6.0,11.666666666666666,,0.0,,,4,,0,10.8,,1.74,,,Evening Classes,Science,,Dropout
1,43,1,8014.0,0.0,1.0,161.0,1,19,37,4.0,10.0,100.0,0,0,0,1,1,0,44,0.0,9,13.0,18,13.0,11.846153846153848,0.0,9.0,11.0,11.0,11,12.0,0,12.7,3.7,-1.7,Budapest,Middle Child,Online,Engineering,No Special Needs,Graduate
1,7,1,9556.0,1.0,43.0,,1,38,19,9.0,9.0,160.0,0,0,0,1,1,0,36,0.0,0,7.0,16,1.0,12.0,,0.0,7.0,13.0,0,0.0,1,11.1,0.6,2.02,Stockholm,,Full-Time,Science,,Dropout
1,1,1,9773.0,1.0,1.0,158.0,1,38,38,9.0,7.0,144.7,1,0,0,1,0,1,19,0.0,0,6.0,6,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6,14.666666666666666,0,12.7,3.7,-1.7,Dublin,Youngest Child,Online,Arts,Special Needs,Graduate
4,39,1,9991.0,0.0,,,1,37,37,,9.0,127.6,0,0,0,1,1,0,29,,0,5.0,5,,,,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,,,Online,Medicine,,Enrolled
1,18,2,9500.0,,1.0,,24,1,1,4.0,,126.8,1,0,0,1,0,1,20,,0,8.0,8,8.0,14.2,,0.0,,,8,,0,9.4,,-3.12,,,Full-Time,Arts,,Graduate
1,1,1,,1.0,1.0,,1,5,4,2.0,1.0,140.8,0,0,0,1,0,0,18,0.0,0,,8,7.0,,,,8.0,8.0,7,15.7,0,12.7,3.7,-1.7,London,,Full-Time,Engineering,,Graduate
1,18,1,9147.0,1.0,1.0,,1,19,1,9.0,7.0,139.3,1,0,0,1,1,0,20,0.0,0,5.0,0,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,12.4,0.5,1.79,Amsterdam,,Part-Time,Engineering,,Dropout
1,1,1,9238.0,1.0,1.0,,1,1,1,9.0,6.0,130.9,0,0,1,1,0,0,18,0.0,0,6.0,10,6.0,11.857142857142858,,0.0,6.0,9.0,5,11.0,0,13.9,-0.3,0.79,Venice,,Evening Classes,Engineering,,Graduate
1,1,1,9254.0,1.0,1.0,,1,1,38,9.0,9.0,120.1,1,0,0,1,1,1,20,0.0,0,6.0,7,6.0,13.571428571428571,,0.0,6.0,8.0,6,13.166666666666666,0,8.9,1.4,3.51,Milan,,Part-Time,Commerce,,Graduate
1,1,3,9147.0,1.0,1.0,133.0,1,37,37,9.0,5.0,119.7,1,0,0,1,1,0,19,0.0,0,5.0,8,5.0,13.25,0.0,0.0,5.0,6.0,5,11.833333333333334,0,13.9,-0.3,0.79,Milan,First Child,Evening Classes,Commerce,No Special Needs,Graduate
1,1,1,9238.0,1.0,1.0,,1,38,34,9.0,9.0,133.6,1,0,0,1,0,0,18,0.0,0,6.0,9,5.0,11.4,,0.0,6.0,8.0,5,10.8,0,9.4,-0.8,-3.12,Milan,,Evening Classes,Commerce,,Graduate
1,18,1,9853.0,1.0,1.0,117.0,1,19,38,4.0,0.0,113.5,1,0,0,1,0,0,19,0.0,0,7.0,10,6.0,12.166666666666666,0.0,0.0,7.0,9.0,6,13.166666666666666,0,12.4,0.5,1.79,Kyiv,Youngest Child,Full-Time,Commerce,No Special Needs,Graduate
1,1,1,,1.0,1.0,,1,1,1,3.0,3.0,133.3,1,0,0,1,0,0,19,0.0,0,,0,0.0,,,,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Sofia,,Full-Time,Commerce,,Graduate
1,39,1,9003.0,1.0,1.0,133.1,1,1,19,4.0,10.0,145.8,0,0,0,1,1,0,34,0.0,0,6.0,15,5.0,13.333333333333334,0.0,0.0,6.0,15.0,5,12.4,0,12.4,0.5,1.79,Saint Petersburg,Middle Child,Evening Classes,Arts,No Special Needs,Graduate
1,1,1,9500.0,1.0,1.0,130.0,1,3,3,1.0,5.0,118.8,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.677142857142858,0.0,0.0,8.0,9.0,8,14.533333333333331,0,11.1,0.6,2.02,Rome,Middle Child,Full-Time,Engineering,Special Needs,Graduate
1,39,2,9556.0,1.0,1.0,,1,37,19,9.0,8.0,110.0,0,0,0,1,1,1,24,0.0,0,7.0,13,6.0,10.857142857142858,,0.0,7.0,7.0,7,11.857142857142858,0,12.7,3.7,-1.7,Amsterdam,,Evening Classes,Engineering,,Enrolled
1,1,1,9500.0,1.0,1.0,144.0,1,37,37,9.0,3.0,150.5,0,0,0,1,0,0,20,0.0,0,7.0,7,6.0,13.916666666666666,0.0,0.0,7.0,7.0,6,13.916666666666666,0,7.6,2.6,0.32,Rome,First Child,Online,Engineering,Special Needs,Graduate
1,16,6,9147.0,1.0,1.0,,1,37,37,9.0,9.0,116.5,1,0,0,1,0,0,20,0.0,0,5.0,8,4.0,11.6,,0.0,5.0,10.0,3,12.333333333333334,0,7.6,2.6,0.32,,,Evening Classes,Medicine,,Graduate
1,39,1,,1.0,1.0,130.0,1,37,19,9.0,7.0,130.0,1,0,0,1,0,0,28,0.0,0,,13,4.0,,1.0,,5.0,11.0,4,10.5,0,12.7,3.7,-1.7,Vienna,Middle Child,Online,Medicine,Special Needs,Enrolled
1,44,1,9003.0,1.0,39.0,,1,1,19,4.0,8.0,140.0,0,0,0,1,1,0,20,0.0,0,6.0,7,6.0,13.571428571428571,,0.0,6.0,6.0,6,12.666666666666666,0,12.4,0.5,1.79,Stockholm,,Online,Commerce,,Graduate
2,1,1,9556.0,1.0,1.0,,1,19,19,193.0,144.0,139.8,0,0,1,1,1,0,24,0.0,0,7.0,7,7.0,12.271428571428572,,0.0,8.0,10.0,7,13.657142857142857,0,10.8,1.4,1.74,Saint Petersburg,,Part-Time,Medicine,,Graduate
2,39,1,9500.0,1.0,1.0,,1,37,38,9.0,8.0,118.9,0,0,0,1,0,0,30,0.0,0,7.0,0,0.0,0.0,,0.0,8.0,0.0,0,0.0,0,13.9,-0.3,0.79,Edinburgh,,Evening Classes,Arts,,Dropout
1,17,1,9085.0,1.0,1.0,135.0,1,1,19,4.0,10.0,125.6,1,0,0,1,0,0,18,0.0,0,5.0,8,4.0,11.0,1.0,0.0,5.0,8.0,3,14.0,0,12.7,3.7,-1.7,Dublin,Middle Child,Evening Classes,Commerce,No Special Needs,Graduate
1,17,1,9085.0,1.0,,,1,19,38,,8.0,122.5,0,0,0,0,1,0,19,,0,6.0,11,,,0.0,0.0,6.0,11.0,5,13.666666666666666,0,11.1,0.6,2.02,,,Full-Time,Science,Special Needs,Enrolled
1,1,1,9238.0,1.0,1.0,,1,37,38,9.0,3.0,114.2,0,0,0,1,0,0,18,0.0,0,6.0,13,4.0,11.0,,0.0,6.0,12.0,5,10.833333333333334,0,15.5,2.8,-4.06,Berlin,,Full-Time,Medicine,,Graduate
1,17,3,9070.0,1.0,,,1,3,3,,4.0,153.1,1,0,0,1,0,1,20,,0,6.0,6,,,0.0,0.0,6.0,6.0,6,14.333333333333334,0,12.7,3.7,-1.7,,,Evening Classes,Arts,Special Needs,Enrolled
1,18,1,9147.0,1.0,1.0,119.0,1,37,37,7.0,7.0,112.0,1,0,0,0,1,0,20,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Athens,First Child,Full-Time,Arts,No Special Needs,Dropout
1,39,1,9119.0,1.0,1.0,150.0,1,3,3,4.0,4.0,150.0,1,0,0,1,1,0,27,0.0,0,5.0,10,1.0,14.0,0.0,0.0,5.0,0.0,0,0.0,0,8.9,1.4,3.51,Helsinki,Middle Child,Evening Classes,Engineering,Special Needs,Dropout
1,51,1,9119.0,1.0,1.0,,1,2,37,2.0,9.0,121.6,1,0,0,1,1,0,19,0.0,0,5.0,10,0.0,0.0,,0.0,5.0,7.0,1,10.0,0,7.6,2.6,0.32,Kyiv,,Full-Time,Engineering,,Enrolled
1,1,1,171.0,1.0,1.0,143.0,1,3,38,2.0,10.0,129.7,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Warsaw,First Child,Evening Classes,Arts,Special Needs,Graduate
1,1,2,9500.0,1.0,1.0,117.0,1,19,1,4.0,7.0,112.1,0,0,0,1,0,1,20,0.0,0,7.0,9,5.0,13.188,0.0,0.0,8.0,9.0,7,12.892857142857142,0,11.1,0.6,2.02,Stockholm,Youngest Child,Full-Time,Medicine,Special Needs,Enrolled
4,39,2,9147.0,1.0,19.0,133.1,1,37,37,9.0,7.0,116.4,0,0,1,0,1,0,70,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,9.0,0,0.0,0,10.8,1.4,1.74,Venice,Middle Child,Full-Time,Arts,No Special Needs,Dropout
1,17,1,,1.0,,,1,19,37,,7.0,112.9,1,0,0,0,1,0,19,,0,,7,,,0.0,,5.0,13.0,1,11.0,0,9.4,-0.8,-3.12,,,Evening Classes,Science,Special Needs,Dropout
1,1,2,,1.0,1.0,,1,37,37,9.0,9.0,139.0,1,0,0,1,0,0,18,0.0,0,,7,6.0,,,,7.0,7.0,6,14.333333333333334,0,7.6,2.6,0.32,Amsterdam,,Online,Arts,,Graduate
1,7,1,9070.0,1.0,3.0,140.0,1,37,2,9.0,3.0,140.0,0,0,0,0,0,0,23,0.0,0,3.0,3,2.0,10.0,0.0,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Sofia,Middle Child,Online,Science,No Special Needs,Dropout
1,1,1,9500.0,1.0,1.0,152.0,1,19,37,3.0,8.0,156.9,0,0,0,1,0,1,18,0.0,0,7.0,10,7.0,14.668,0.0,0.0,8.0,8.0,8,14.63375,0,15.5,2.8,-4.06,Dublin,Youngest Child,Online,Arts,No Special Needs,Graduate
1,43,1,9147.0,1.0,1.0,,1,1,19,9.0,10.0,147.8,0,0,0,1,0,1,18,0.0,0,5.0,9,5.0,13.2,,0.0,5.0,13.0,5,14.4,5,16.2,0.3,-0.92,Brussels,,Evening Classes,Arts,,Graduate
1,16,3,9070.0,1.0,1.0,,1,1,38,4.0,8.0,156.9,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,15.333333333333334,,0.0,6.0,9.0,6,15.833333333333334,0,12.7,3.7,-1.7,Barcelona,,Online,Engineering,,Graduate
1,17,3,9085.0,1.0,1.0,,1,38,1,9.0,9.0,111.9,1,0,0,1,1,0,21,0.0,0,5.0,11,0.0,0.0,,0.0,5.0,10.0,5,12.285714285714286,1,10.8,1.4,1.74,Edinburgh,,Evening Classes,Science,,Graduate
1,1,2,9254.0,1.0,1.0,,1,1,19,9.0,9.0,129.9,1,0,0,1,0,1,19,0.0,0,6.0,8,6.0,13.0,,0.0,6.0,6.0,6,12.166666666666666,0,8.9,1.4,3.51,Paris,,Online,Medicine,,Graduate
2,7,1,9238.0,1.0,3.0,,1,37,19,4.0,5.0,130.0,0,0,0,1,0,0,38,0.0,0,6.0,17,4.0,13.75,,0.0,6.0,15.0,6,14.5,0,16.2,0.3,-0.92,Zurich,,Full-Time,Science,,Graduate
1,1,1,9254.0,1.0,1.0,,1,1,1,3.0,3.0,112.4,1,0,0,1,1,0,20,0.0,0,6.0,10,6.0,12.333333333333334,,0.0,6.0,9.0,4,13.0,0,12.4,0.5,1.79,Munich,,Online,Science,,Graduate
1,44,1,9003.0,1.0,39.0,160.0,1,1,38,4.0,4.0,160.0,1,0,0,1,1,1,20,0.0,0,6.0,9,6.0,13.444444444444445,0.0,0.0,6.0,9.0,5,12.6,0,13.9,-0.3,0.79,Warsaw,Middle Child,Full-Time,Science,Special Needs,Graduate
1,1,3,9500.0,1.0,1.0,137.0,1,19,38,7.0,7.0,126.5,1,0,0,1,0,1,19,0.0,0,8.0,8,8.0,13.57625,0.0,0.0,8.0,8.0,8,13.57625,0,9.4,-0.8,-3.12,Munich,Middle Child,Part-Time,Science,No Special Needs,Graduate
1,17,1,9853.0,1.0,1.0,,1,37,37,9.0,9.0,142.8,1,0,0,1,0,0,23,0.0,0,6.0,11,2.0,10.0,,0.0,6.0,15.0,2,11.0,0,7.6,2.6,0.32,Saint Petersburg,,Evening Classes,Science,,Dropout
1,17,6,9773.0,1.0,1.0,141.0,1,37,37,5.0,5.0,127.7,1,0,0,1,1,0,18,0.0,0,6.0,6,6.0,15.166666666666666,0.0,0.0,6.0,6.0,6,14.833333333333334,0,9.4,-0.8,-3.12,Zurich,Middle Child,Evening Classes,Medicine,Special Needs,Graduate
1,17,3,9147.0,1.0,1.0,,1,3,38,123.0,171.0,116.1,1,0,1,1,1,0,19,0.0,0,5.0,10,4.0,11.0,,0.0,5.0,13.0,2,12.0,0,8.9,1.4,3.51,Amsterdam,,Part-Time,Arts,,Enrolled
1,39,1,9500.0,1.0,1.0,150.0,1,38,3,9.0,1.0,140.0,0,0,0,1,1,0,24,0.0,0,7.0,11,7.0,11.294444444444444,0.0,0.0,8.0,22.0,2,12.6,0,15.5,2.8,-4.06,,First Child,Full-Time,Medicine,Special Needs,Graduate
1,18,4,9085.0,1.0,1.0,,1,1,1,4.0,5.0,166.6,0,0,1,0,0,1,20,0.0,2,5.0,8,5.0,14.4,,0.0,5.0,6.0,5,14.0,0,12.7,3.7,-1.7,Venice,,Full-Time,Medicine,,Dropout
1,17,1,9500.0,1.0,1.0,,1,37,37,9.0,9.0,130.3,0,0,0,1,0,1,19,0.0,0,8.0,8,7.0,15.114285714285714,,0.0,8.0,8.0,7,15.114285714285714,0,12.7,3.7,-1.7,Dublin,,Part-Time,Engineering,,Graduate
1,1,3,,1.0,1.0,,1,3,38,2.0,10.0,157.5,1,0,0,1,0,0,19,0.0,0,,8,6.0,,,,6.0,7.0,6,13.166666666666666,0,10.8,1.4,1.74,Dublin,,Online,Commerce,,Dropout
1,17,1,171.0,1.0,1.0,136.0,1,38,38,7.0,7.0,127.3,1,0,0,1,0,0,19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15.5,2.8,-4.06,Warsaw,First Child,Part-Time,Engineering,Special Needs,Dropout
1,1,1,9670.0,1.0,1.0,,1,3,19,4.0,5.0,109.0,0,0,0,1,1,1,19,0.0,0,6.0,7,6.0,13.142857142857142,,0.0,6.0,8.0,6,14.166666666666666,0,15.5,2.8,-4.06,Madrid,,Evening Classes,Science,,Graduate
1,1,4,9070.0,1.0,1.0,143.0,1,1,1,9.0,7.0,134.6,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,14.5,0.0,0.0,6.0,6.0,6,12.833333333333334,0,12.4,0.5,1.79,Edinburgh,Youngest Child,Evening Classes,Medicine,No Special Needs,Dropout
1,18,4,171.0,1.0,1.0,133.0,1,1,4,9.0,5.0,129.2,1,0,1,0,1,0,20,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Prague,First Child,Evening Classes,Medicine,No Special Needs,Dropout
1,17,1,9254.0,1.0,1.0,,1,19,1,5.0,7.0,120.7,1,0,1,1,0,0,18,0.0,0,6.0,8,6.0,11.666666666666666,,0.0,6.0,10.0,4,11.5,0,13.9,-0.3,0.79,Sofia,,Full-Time,Commerce,,Graduate
1,17,6,,1.0,1.0,111.0,1,19,3,5.0,10.0,106.5,1,0,0,1,1,0,19,0.0,0,,10,3.0,,0.0,,5.0,11.0,3,10.8,0,12.4,0.5,1.79,Paris,First Child,Full-Time,Arts,Special Needs,Dropout
1,1,5,9500.0,1.0,1.0,,1,1,1,3.0,4.0,102.4,0,0,0,1,0,0,20,0.0,0,7.0,9,5.0,12.04,,0.0,7.0,9.0,6,11.77142857142857,0,12.4,0.5,1.79,Vienna,,Full-Time,Commerce,,Enrolled
2,39,1,8014.0,0.0,12.0,,1,34,34,0.0,0.0,157.8,0,0,0,1,0,0,44,0.0,5,8.0,13,8.0,13.75,,2.0,6.0,9.0,6,12.5,0,7.6,2.6,0.32,Prague,,Full-Time,Science,,Graduate
1,17,4,,1.0,1.0,143.0,1,37,37,9.0,5.0,127.3,1,0,0,1,0,0,18,0.0,0,,7,5.0,,0.0,,6.0,7.0,5,11.4,0,10.8,1.4,1.74,Lisbon,Youngest Child,Evening Classes,Medicine,Special Needs,Dropout
1,1,1,9085.0,1.0,1.0,,1,19,38,9.0,9.0,133.4,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,16.0,,0.0,6.0,8.0,6,15.875,0,12.4,0.5,1.79,Istanbul,,Part-Time,Arts,,Graduate
1,1,2,9238.0,1.0,1.0,,1,1,19,4.0,5.0,126.0,0,0,0,1,0,0,18,0.0,0,6.0,10,4.0,11.0,,0.0,6.0,8.0,5,11.2,0,10.8,1.4,1.74,Sofia,,Full-Time,Engineering,,Graduate
1,1,1,171.0,1.0,1.0,,1,19,37,9.0,9.0,158.1,1,0,0,1,1,1,20,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,,,Full-Time,Science,,Graduate
1,15,1,9147.0,1.0,1.0,133.1,21,1,3,192.0,3.0,100.0,0,0,1,1,1,0,40,1.0,0,5.0,10,1.0,11.0,0.0,0.0,5.0,10.0,1,10.0,0,11.1,0.6,2.02,Venice,Middle Child,Full-Time,Science,No Special Needs,Enrolled
1,1,1,9147.0,1.0,1.0,,1,19,37,9.0,9.0,131.8,1,0,0,1,0,1,19,0.0,0,5.0,8,2.0,10.5,,0.0,5.0,11.0,3,13.333333333333334,0,7.6,2.6,0.32,Amsterdam,,Full-Time,Commerce,,Enrolled
4,43,1,8014.0,0.0,12.0,,1,34,34,0.0,0.0,106.0,1,0,0,1,0,0,48,0.0,0,6.0,9,5.0,13.0,,0.0,6.0,10.0,4,12.5,0,7.6,2.6,0.32,Bucharest,,Online,Science,,Enrolled
1,17,1,,1.0,1.0,,1,12,12,2.0,8.0,128.2,1,0,0,1,1,0,18,0.0,0,,7,6.0,,,,6.0,8.0,6,13.666666666666666,0,12.4,0.5,1.79,Zurich,,Full-Time,Medicine,,Graduate
1,44,1,9085.0,1.0,39.0,160.0,1,37,37,9.0,9.0,160.0,1,0,0,1,0,0,20,0.0,1,6.0,7,6.0,14.166666666666666,0.0,1.0,6.0,17.0,5,13.77777777777778,0,12.4,0.5,1.79,Kyiv,First Child,Part-Time,Engineering,Special Needs,Graduate
2,39,1,9991.0,0.0,,,1,37,19,,3.0,151.1,0,0,0,1,1,0,48,,0,5.0,9,,,0.0,0.0,5.0,8.0,5,11.125,0,16.2,0.3,-0.92,,,Evening Classes,Medicine,Special Needs,Graduate
1,43,2,9147.0,1.0,1.0,126.0,1,1,19,3.0,3.0,100.0,1,0,0,1,1,0,22,0.0,0,5.0,11,0.0,0.0,0.0,0.0,5.0,7.0,1,10.0,1,16.2,0.3,-0.92,Bucharest,Middle Child,Online,Arts,No Special Needs,Dropout
1,1,6,9500.0,1.0,1.0,103.0,1,1,3,2.0,2.0,100.6,1,1,0,1,0,0,22,0.0,0,7.0,9,5.0,13.928,0.0,0.0,8.0,9.0,7,14.342857142857142,0,11.1,0.6,2.02,Brussels,Middle Child,Full-Time,Medicine,Special Needs,Graduate
1,43,1,9003.0,1.0,1.0,,1,37,1,5.0,4.0,130.0,0,0,0,1,1,0,25,0.0,8,14.0,24,8.0,12.5,,6.0,13.0,23.0,10,11.6,0,15.5,2.8,-4.06,Vienna,,Part-Time,Engineering,,Dropout
1,43,1,9085.0,1.0,1.0,,25,38,38,9.0,6.0,117.2,1,0,0,1,1,0,28,1.0,13,18.0,45,18.0,12.5,,10.0,13.0,26.0,12,11.428571428571429,6,15.5,2.8,-4.06,,,Full-Time,Science,,Graduate
1,1,3,9773.0,1.0,1.0,,1,38,1,9.0,4.0,116.1,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,12.5,,0.0,6.0,7.0,5,13.0,0,12.4,0.5,1.79,Athens,,Online,Engineering,,Graduate
1,44,1,9085.0,1.0,39.0,140.0,1,4,38,4.0,5.0,140.0,1,0,0,1,0,0,21,0.0,0,6.0,11,4.0,12.75,0.0,0.0,6.0,19.0,1,11.0,0,12.4,0.5,1.79,Milan,Youngest Child,Part-Time,Engineering,No Special Needs,Enrolled
1,44,1,9003.0,1.0,39.0,,1,19,19,9.0,4.0,140.0,0,0,0,1,0,0,21,0.0,0,6.0,12,3.0,10.666666666666666,,0.0,6.0,12.0,4,12.0,0,15.5,2.8,-4.06,Amsterdam,,Full-Time,Medicine,,Dropout
1,1,1,9085.0,1.0,1.0,131.0,1,37,37,90.0,90.0,137.0,0,0,0,1,0,0,18,0.0,0,5.0,5,5.0,14.0,0.0,0.0,5.0,6.0,5,15.4,0,7.6,2.6,0.32,Milan,Middle Child,Part-Time,Engineering,Special Needs,Graduate
1,1,1,9238.0,1.0,,,1,37,37,,9.0,135.9,1,0,0,1,0,0,19,,0,6.0,11,,,,0.0,6.0,11.0,6,11.666666666666666,0,7.6,2.6,0.32,,,Part-Time,Commerce,,Enrolled
