Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
2718,1,1,1,9500.0,1.0,1.0,138.0,1,1,1,3.0,4.0,132.5,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,14.115714285714288,0.0,0.0,8.0,8.0,7,14.115714285714288,0,10.8,1.4,1.74,Graduate,Sofia,Youngest Child,Part-Time,Commerce,No Special Needs
1440,1,1,5,9670.0,1.0,1.0,,1,19,19,7.0,3.0,132.9,0,0,0,1,1,0,19,0.0,0,5.0,5,4.0,12.5,,0.0,5.0,5.0,4,14.25,0,7.6,2.6,0.32,Graduate,Venice,,Part-Time,Arts,
3767,1,17,1,9773.0,1.0,1.0,,1,37,1,9.0,8.0,115.7,1,0,1,0,0,0,19,0.0,0,6.0,6,3.0,11.333333333333334,,0.0,6.0,6.0,0,0.0,0,12.4,0.5,1.79,Dropout,Prague,,Full-Time,Engineering,
1943,1,1,1,9070.0,1.0,1.0,,1,4,19,3.0,5.0,123.7,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,12.666666666666666,,0.0,6.0,8.0,5,11.4,0,12.4,0.5,1.79,Graduate,Kyiv,,Evening Classes,Science,
502,1,1,1,9070.0,1.0,1.0,125.0,1,1,1,4.0,4.0,132.0,0,0,0,0,0,0,18,0.0,1,6.0,10,5.0,12.2,1.0,0.0,6.0,11.0,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,Paris,First Child,Full-Time,Engineering,Special Needs
2463,1,17,5,9254.0,1.0,1.0,,1,37,38,9.0,9.0,122.7,1,0,1,1,1,1,20,0.0,0,6.0,7,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,8.9,1.4,3.51,Dropout,Prague,,Full-Time,Medicine,
3913,1,1,2,9670.0,1.0,1.0,,1,26,30,0.0,5.0,128.6,1,0,1,1,0,0,19,0.0,0,5.0,8,4.0,12.25,,0.0,5.0,7.0,4,12.75,2,7.6,2.6,0.32,Graduate,Amsterdam,,Part-Time,Engineering,
1342,1,17,1,9085.0,1.0,1.0,,1,19,38,7.0,7.0,113.9,1,0,0,1,0,1,20,0.0,0,5.0,8,5.0,12.0,,0.0,5.0,8.0,4,15.0,1,12.7,3.7,-1.7,Graduate,Kyiv,,Online,Arts,
3645,1,17,3,9238.0,1.0,1.0,133.1,1,41,1,2.0,3.0,117.0,1,0,0,1,0,0,21,0.0,0,6.0,8,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,Kyiv,First Child,Evening Classes,Science,No Special Needs
2929,1,1,3,9500.0,1.0,,,1,1,1,,4.0,127.0,1,0,0,1,0,0,19,,0,8.0,10,,,,0.0,8.0,10.0,1,13.67,7,9.4,-0.8,-3.12,Enrolled,,,Online,Arts,
1472,1,17,1,9773.0,1.0,1.0,130.0,1,19,38,4.0,9.0,126.2,0,0,0,1,1,1,18,0.0,0,6.0,7,6.0,11.333333333333334,0.0,0.0,6.0,8.0,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,Berlin,Youngest Child,Evening Classes,Arts,Special Needs
2348,1,39,1,9670.0,1.0,1.0,133.1,1,19,19,3.0,3.0,125.3,0,1,0,1,1,1,30,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Edinburgh,First Child,Online,Commerce,Special Needs
2185,1,17,1,9254.0,1.0,1.0,125.0,1,19,19,7.0,5.0,118.0,1,0,0,1,0,1,19,0.0,0,6.0,10,4.0,12.25,0.0,0.0,6.0,9.0,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,,Middle Child,Evening Classes,Medicine,No Special Needs
3658,1,1,1,9991.0,0.0,1.0,,1,19,37,5.0,8.0,135.0,0,0,0,1,0,1,20,0.0,0,5.0,5,5.0,12.4,,0.0,5.0,6.0,5,12.833333333333334,0,10.8,1.4,1.74,Graduate,Budapest,,Online,Commerce,
3925,1,43,1,9147.0,,1.0,127.0,25,1,5,9.0,,124.2,1,0,0,1,1,0,23,,0,5.0,6,1.0,10.0,0.0,0.0,,,0,,0,15.5,,-4.06,Enrolled,,Middle Child,Evening Classes,Medicine,No Special Needs
3764,1,17,1,9238.0,1.0,1.0,,1,19,38,3.0,7.0,114.9,0,0,0,1,0,1,19,0.0,0,6.0,13,6.0,11.5,,0.0,6.0,9.0,5,12.2,0,11.1,0.6,2.02,Graduate,Zurich,,Full-Time,Engineering,
3168,1,1,1,9254.0,1.0,1.0,,1,1,1,4.0,2.0,126.2,0,0,1,0,0,1,21,0.0,0,6.0,7,6.0,13.428571428571429,,0.0,6.0,8.0,6,11.333333333333334,0,8.9,1.4,3.51,Dropout,Saint Petersburg,,Part-Time,Commerce,
2908,1,43,1,9085.0,1.0,1.0,130.0,1,37,37,90.0,90.0,125.1,0,0,0,1,0,0,21,0.0,2,9.0,14,8.0,13.555555555555555,0.0,2.0,7.0,10.0,7,13.571428571428571,0,7.6,2.6,0.32,Graduate,Helsinki,First Child,Part-Time,Arts,No Special Needs
825,1,17,3,9670.0,1.0,1.0,,1,1,3,4.0,3.0,117.3,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,14.0,,0.0,6.0,9.0,5,14.0,0,8.9,1.4,3.51,Graduate,Edinburgh,,Online,Arts,
196,1,18,6,9500.0,1.0,1.0,126.0,1,37,37,5.0,5.0,122.8,1,0,0,1,0,0,18,0.0,0,8.0,8,8.0,12.93375,0.0,0.0,8.0,8.0,8,12.93375,0,9.4,-0.8,-3.12,Graduate,Munich,Middle Child,Evening Classes,Engineering,No Special Needs
1790,2,39,1,9500.0,1.0,,,1,37,37,,4.0,127.3,0,0,0,1,1,0,26,,0,8.0,8,,,,0.0,8.0,8.0,7,13.075714285714286,0,10.8,1.4,1.74,Graduate,,,Part-Time,Commerce,
1883,1,1,1,171.0,1.0,1.0,145.0,1,1,19,10.0,5.0,150.6,1,0,0,1,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Graduate,Helsinki,First Child,Full-Time,Science,Special Needs
2051,1,17,1,9238.0,1.0,1.0,133.0,1,38,38,7.0,7.0,125.3,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,11.333333333333334,0.0,0.0,6.0,7.0,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,Saint Petersburg,Youngest Child,Online,Medicine,Special Needs
3666,2,42,1,9070.0,1.0,1.0,170.0,1,37,25,0.0,4.0,148.5,0,0,0,1,1,0,47,0.0,8,10.0,14,8.0,14.625,0.0,5.0,7.0,7.0,5,13.4,0,9.4,-0.8,-3.12,Dropout,Athens,Youngest Child,Part-Time,Science,No Special Needs
3820,1,44,1,9003.0,1.0,39.0,140.0,1,4,4,4.0,2.0,120.0,1,0,0,1,1,0,22,0.0,0,6.0,13,5.0,13.0,0.0,0.0,6.0,13.0,2,11.5,0,12.4,0.5,1.79,Enrolled,Dublin,First Child,Evening Classes,Medicine,No Special Needs
2841,2,39,1,9003.0,1.0,1.0,140.0,1,37,37,9.0,6.0,104.8,0,0,0,1,0,0,46,0.0,14,19.0,24,19.0,12.210526315789474,0.0,11.0,13.0,13.0,13,11.384615384615383,0,15.5,2.8,-4.06,Graduate,Zurich,Middle Child,Full-Time,Commerce,Special Needs
3087,1,1,6,9147.0,1.0,1.0,139.0,1,19,12,4.0,4.0,125.0,1,0,0,1,0,0,18,0.0,0,5.0,8,3.0,12.333333333333334,0.0,0.0,5.0,7.0,4,12.0,0,7.6,2.6,0.32,Graduate,Venice,Middle Child,Evening Classes,Medicine,Special Needs
250,1,1,3,9070.0,1.0,1.0,,1,19,38,9.0,9.0,125.4,1,0,0,1,0,0,19,0.0,0,6.0,7,5.0,12.4,,0.0,6.0,6.0,5,12.4,0,9.4,-0.8,-3.12,Enrolled,Madrid,,Online,Engineering,
1565,1,17,6,9238.0,1.0,1.0,,1,1,19,7.0,7.0,126.6,1,0,0,1,0,1,19,0.0,0,6.0,8,6.0,13.625,,0.0,6.0,7.0,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate,Budapest,,Online,Science,
2369,1,39,1,9130.0,1.0,1.0,,1,1,19,4.0,5.0,120.0,1,0,0,1,1,0,29,0.0,0,5.0,11,1.0,18.0,,0.0,5.0,10.0,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,London,,Full-Time,Commerce,
2444,1,1,1,9853.0,1.0,1.0,133.1,1,34,34,0.0,0.0,142.8,0,0,0,1,1,0,20,0.0,0,6.0,12,0.0,0.0,0.0,0.0,6.0,12.0,0,0.0,0,7.6,2.6,0.32,Dropout,Lisbon,Youngest Child,Full-Time,Medicine,Special Needs
1685,1,1,5,9070.0,1.0,1.0,,1,3,3,2.0,2.0,140.8,1,0,0,1,1,0,22,0.0,0,6.0,6,6.0,14.666666666666666,,0.0,6.0,6.0,6,15.0,0,9.4,-0.8,-3.12,Graduate,Berlin,,Evening Classes,Arts,
3667,1,42,1,9147.0,1.0,1.0,,1,34,34,99.0,99.0,109.8,1,0,0,0,1,0,23,0.0,0,3.0,3,0.0,0.0,,0.0,2.0,2.0,0,0.0,0,7.6,2.6,0.32,Dropout,Madrid,,Evening Classes,Engineering,
2620,1,42,1,9070.0,1.0,1.0,,1,3,2,2.0,2.0,115.9,0,0,0,1,0,0,29,0.0,9,10.0,15,9.0,11.555555555555555,,7.0,11.0,17.0,10,11.9,0,9.4,-0.8,-3.12,Enrolled,Sofia,,Online,Science,
4063,1,39,1,,0.0,1.0,,1,1,37,9.0,7.0,130.2,0,0,0,1,0,1,24,0.0,0,,7,5.0,,,,5.0,9.0,5,12.75,1,16.2,0.3,-0.92,Graduate,Berlin,,Full-Time,Commerce,
398,1,17,1,9670.0,1.0,1.0,,1,37,19,5.0,8.0,114.2,1,0,1,1,0,0,18,0.0,0,6.0,6,5.0,11.8,,0.0,6.0,9.0,4,13.714285714285714,0,10.8,1.4,1.74,Dropout,Stockholm,,Part-Time,Commerce,
1179,1,18,1,9556.0,1.0,1.0,140.0,1,38,37,9.0,9.0,122.8,0,0,0,1,0,1,19,0.0,0,7.0,11,7.0,12.625,0.0,0.0,8.0,11.0,8,12.5125,0,12.7,3.7,-1.7,Graduate,Saint Petersburg,First Child,Part-Time,Engineering,No Special Needs
3273,1,43,1,9500.0,1.0,1.0,,1,37,37,9.0,6.0,120.0,1,0,0,1,0,0,26,0.0,0,7.0,8,6.0,12.0,,0.0,7.0,8.0,6,12.0,0,7.6,2.6,0.32,Enrolled,Milan,,Online,Science,
4388,2,43,1,9147.0,1.0,2.0,,1,37,37,9.0,9.0,122.8,0,0,1,0,0,0,42,0.0,13,13.0,13,13.0,11.923076923076923,,12.0,12.0,12.0,12,12.5,0,15.5,2.8,-4.06,Dropout,Madrid,,Evening Classes,Science,
1389,1,1,2,9085.0,1.0,1.0,,1,1,19,3.0,3.0,112.4,1,0,0,1,1,0,21,0.0,0,5.0,7,4.0,11.5,,0.0,5.0,15.0,3,10.6,4,10.8,1.4,1.74,Enrolled,Barcelona,,Part-Time,Commerce,
492,1,1,6,9500.0,1.0,1.0,137.0,1,1,3,3.0,2.0,121.3,1,0,0,1,0,0,20,0.0,0,7.0,7,6.0,12.6,0.0,0.0,7.0,7.0,6,12.6,0,7.6,2.6,0.32,Graduate,London,Middle Child,Online,Science,Special Needs
2546,1,1,1,9238.0,1.0,1.0,135.0,1,19,19,9.0,5.0,135.0,1,0,0,1,0,0,20,0.0,0,6.0,6,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Budapest,Middle Child,Part-Time,Science,No Special Needs
3854,1,39,1,9238.0,1.0,1.0,,1,37,29,0.0,4.0,120.5,0,0,0,0,1,0,32,0.0,0,6.0,10,2.0,11.0,,0.0,6.0,12.0,0,0.0,0,7.6,2.6,0.32,Dropout,Venice,,Full-Time,Science,
4170,1,18,5,9853.0,1.0,1.0,110.0,1,19,37,7.0,7.0,110.0,1,0,0,1,0,0,20,0.0,0,6.0,10,4.0,12.75,0.0,0.0,6.0,14.0,3,11.333333333333334,0,10.8,1.4,1.74,Enrolled,Sofia,Middle Child,Online,Arts,No Special Needs
2420,1,39,1,,1.0,2.0,,1,38,38,9.0,10.0,150.0,0,0,0,1,1,0,47,0.0,0,,0,0.0,,,,6.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Vienna,,Part-Time,Commerce,
4088,2,43,1,9991.0,0.0,1.0,140.0,1,37,37,3.0,10.0,107.8,0,0,0,1,0,0,33,0.0,8,10.0,15,8.0,10.375,0.0,7.0,10.0,13.0,9,10.444444444444445,0,7.6,2.6,0.32,Enrolled,Edinburgh,Middle Child,Online,Commerce,No Special Needs
3293,1,17,3,9500.0,1.0,1.0,132.0,1,19,3,9.0,5.0,130.8,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,13.68142857142857,0.0,0.0,8.0,8.0,7,13.68142857142857,0,10.8,1.4,1.74,Enrolled,Oslo,Youngest Child,Full-Time,Commerce,No Special Needs
1260,1,1,3,9238.0,1.0,1.0,,1,1,1,3.0,3.0,131.4,1,0,0,1,0,0,20,0.0,0,6.0,9,5.0,11.8,,0.0,6.0,7.0,6,11.5,0,7.6,2.6,0.32,Graduate,Istanbul,,Online,Commerce,
3971,1,1,1,9500.0,1.0,1.0,,1,19,38,5.0,3.0,112.6,1,0,0,1,0,0,19,0.0,0,7.0,10,6.0,11.85,,0.0,8.0,10.0,7,13.65,0,16.2,0.3,-0.92,Graduate,Stockholm,,Full-Time,Arts,
2930,1,39,1,,0.0,9.0,133.1,1,37,34,90.0,90.0,118.1,1,0,0,1,0,0,39,0.0,0,,9,0.0,,0.0,,5.0,5.0,2,12.5,0,7.6,2.6,0.32,Dropout,Barcelona,First Child,Part-Time,Medicine,No Special Needs
2507,1,39,1,8014.0,0.0,1.0,,1,38,37,9.0,7.0,108.0,0,0,0,1,1,1,37,0.0,1,7.0,9,6.0,11.857142857142858,,1.0,6.0,7.0,5,12.0,0,13.9,-0.3,0.79,Graduate,Sofia,,Full-Time,Arts,
3793,1,17,1,9773.0,1.0,1.0,,1,19,38,5.0,7.0,125.6,1,0,0,1,1,0,19,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,London,,Evening Classes,Science,
1416,1,17,5,9085.0,1.0,1.0,,1,19,19,90.0,7.0,115.8,0,0,0,0,0,0,18,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Munich,,Evening Classes,Arts,
3899,2,7,1,9147.0,,3.0,,1,37,37,9.0,,120.0,0,0,0,1,0,0,33,,3,8.0,9,5.0,12.6,,2.0,,,5,,0,10.8,,1.74,Enrolled,,,Evening Classes,Commerce,
2214,1,44,1,9003.0,1.0,39.0,,1,19,19,9.0,7.0,170.0,1,0,1,1,1,0,21,0.0,0,6.0,7,6.0,15.285714285714286,,0.0,6.0,6.0,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,Oslo,,Evening Classes,Arts,
2522,1,17,6,9500.0,1.0,1.0,,1,1,19,7.0,7.0,126.5,1,0,0,1,0,1,19,0.0,0,7.0,8,7.0,13.875714285714285,,0.0,8.0,9.0,7,13.085714285714284,0,11.1,0.6,2.02,Graduate,London,,Part-Time,Science,
2588,1,17,1,9853.0,1.0,1.0,,1,37,37,9.0,10.0,122.6,0,0,0,1,0,0,20,0.0,0,6.0,8,3.0,12.333333333333334,,0.0,6.0,11.0,2,10.5,0,12.7,3.7,-1.7,Dropout,Venice,,Part-Time,Commerce,
2274,2,39,1,171.0,1.0,19.0,,1,37,37,9.0,9.0,139.0,0,0,0,1,1,0,36,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Warsaw,,Full-Time,Engineering,
1816,4,43,1,9991.0,0.0,1.0,,1,37,37,6.0,6.0,131.8,0,0,0,1,0,0,31,0.0,7,14.0,19,13.0,11.357142857142858,,9.0,14.0,14.0,13,12.0,1,9.4,-0.8,-3.12,Graduate,London,,Part-Time,Engineering,
948,2,43,1,9670.0,1.0,,,1,34,34,,0.0,128.2,0,0,0,1,1,0,32,,6,10.0,12,,,,4.0,9.0,9.0,4,11.5,0,7.6,2.6,0.32,Graduate,,,Part-Time,Science,
4070,1,18,1,9500.0,1.0,1.0,,1,3,3,3.0,3.0,130.8,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,14.05714285714286,,0.0,8.0,9.0,8,14.6,0,16.2,0.3,-0.92,Graduate,Warsaw,,Full-Time,Commerce,
1730,1,1,3,9147.0,1.0,1.0,,1,3,3,5.0,10.0,116.5,0,0,0,1,1,0,20,0.0,0,5.0,7,5.0,11.6,,0.0,5.0,5.0,5,12.8,0,12.4,0.5,1.79,Graduate,Rome,,Full-Time,Commerce,
1708,1,39,1,9556.0,1.0,19.0,133.1,1,19,1,7.0,10.0,105.0,0,0,0,1,1,0,25,0.0,0,7.0,14,4.0,12.95,1.0,0.0,7.0,11.0,4,13.125,1,15.5,2.8,-4.06,Dropout,Barcelona,Middle Child,Full-Time,Science,Special Needs
1706,1,1,5,171.0,1.0,1.0,160.0,1,1,1,4.0,4.0,139.7,0,0,0,1,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Helsinki,Youngest Child,Part-Time,Arts,Special Needs
3802,4,43,1,8014.0,0.0,1.0,,1,38,37,9.0,9.0,126.0,0,0,0,1,0,1,39,0.0,3,9.0,9,9.0,13.11111111111111,,2.0,7.0,10.0,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate,Milan,,Evening Classes,Science,
3607,1,43,1,171.0,1.0,1.0,,1,19,19,9.0,4.0,121.6,0,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Enrolled,Istanbul,,Evening Classes,Commerce,
225,2,7,1,9991.0,0.0,43.0,140.0,1,40,5,3.0,3.0,140.0,0,0,0,1,0,0,33,0.0,2,6.0,7,6.0,15.333333333333334,0.0,0.0,5.0,5.0,5,15.8,0,11.1,0.6,2.02,Graduate,Brussels,Middle Child,Evening Classes,Engineering,No Special Needs
892,1,43,1,9500.0,1.0,1.0,150.0,1,37,37,9.0,9.0,130.8,1,0,0,1,0,1,21,0.0,0,8.0,8,7.0,14.428571428571429,0.0,0.0,8.0,8.0,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,Oslo,Middle Child,Part-Time,Medicine,Special Needs
130,1,1,3,9500.0,1.0,1.0,138.0,1,19,19,5.0,8.0,124.9,1,0,0,1,0,1,18,0.0,0,7.0,9,7.0,13.2375,0.0,0.0,8.0,9.0,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,Lisbon,Youngest Child,Evening Classes,Commerce,Special Needs
119,1,1,1,9147.0,1.0,1.0,,1,2,19,4.0,5.0,121.8,0,0,0,1,0,0,18,0.0,0,5.0,5,5.0,12.6,,0.0,5.0,5.0,5,14.0,0,11.1,0.6,2.02,Graduate,London,,Part-Time,Science,
1886,1,44,1,,1.0,39.0,160.0,1,37,37,9.0,7.0,160.0,1,0,0,0,1,0,30,0.0,4,,18,6.0,,0.0,,8.0,21.0,4,11.0,0,15.5,2.8,-4.06,Dropout,Amsterdam,Middle Child,Online,Engineering,No Special Needs
4173,1,1,2,9500.0,,1.0,124.0,1,37,37,7.0,,116.5,1,0,0,1,0,1,20,,0,7.0,9,7.0,14.093333333333332,0.0,0.0,,,8,,0,11.1,,2.02,Graduate,,First Child,Evening Classes,Science,No Special Needs
2208,1,17,2,9147.0,1.0,1.0,133.1,1,38,38,4.0,7.0,109.0,1,0,0,1,1,1,22,0.0,0,5.0,7,3.0,12.333333333333334,0.0,0.0,5.0,9.0,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled,Saint Petersburg,Middle Child,Evening Classes,Science,Special Needs
11,1,1,1,9500.0,1.0,1.0,,1,19,38,9.0,9.0,119.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,13.214285714285714,,0.0,8.0,8.0,7,13.214285714285714,0,12.7,3.7,-1.7,Graduate,Edinburgh,,Online,Medicine,
3840,1,1,1,9254.0,1.0,1.0,125.0,1,37,37,9.0,9.0,122.9,0,0,0,1,1,1,19,0.0,0,6.0,7,6.0,11.166666666666666,0.0,0.0,6.0,12.0,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled,Paris,Middle Child,Online,Science,Special Needs
1234,1,17,6,,1.0,1.0,150.0,1,1,37,1.0,1.0,131.5,1,0,0,1,0,0,19,0.0,0,,8,7.0,,0.0,,8.0,8.0,7,13.925714285714283,0,10.8,1.4,1.74,Graduate,Istanbul,First Child,Evening Classes,Medicine,Special Needs
2102,1,1,6,9500.0,1.0,1.0,138.0,1,37,37,9.0,8.0,127.2,1,0,0,1,0,1,18,0.0,0,7.0,8,7.0,13.26,0.0,0.0,8.0,8.0,8,14.28625,0,15.5,2.8,-4.06,Graduate,Barcelona,Middle Child,Online,Engineering,No Special Needs
2605,2,44,1,,1.0,39.0,,1,37,37,192.0,192.0,160.0,0,0,0,1,0,0,27,0.0,0,,12,3.0,,,,5.0,8.0,5,12.0,1,9.4,-0.8,-3.12,Graduate,Stockholm,,Part-Time,Commerce,
2255,1,39,1,9254.0,,1.0,133.1,1,37,37,9.0,,121.5,0,0,0,1,1,0,54,,0,6.0,9,6.0,13.714285714285714,0.0,0.0,,,5,,0,16.2,,-0.92,Dropout,,First Child,Part-Time,Medicine,No Special Needs
3243,1,1,1,9500.0,1.0,1.0,142.0,1,37,19,7.0,7.0,133.0,1,0,0,1,0,1,19,0.0,0,8.0,8,8.0,14.11,0.0,0.0,8.0,8.0,8,14.11,0,9.4,-0.8,-3.12,Graduate,Bucharest,First Child,Evening Classes,Engineering,Special Needs
89,1,43,2,9119.0,1.0,1.0,,1,38,19,9.0,6.0,112.2,1,0,1,1,1,0,18,0.0,0,5.0,9,2.0,10.0,,0.0,5.0,9.0,0,0.0,0,15.5,2.8,-4.06,Enrolled,Saint Petersburg,,Part-Time,Engineering,
3370,1,7,1,9147.0,1.0,3.0,130.0,1,37,37,9.0,9.0,130.0,0,0,0,1,0,0,25,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Oslo,First Child,Part-Time,Medicine,Special Needs
2319,1,17,1,,1.0,1.0,,1,1,1,4.0,8.0,145.2,0,0,0,1,1,0,20,0.0,0,,7,6.0,,,,6.0,8.0,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate,Istanbul,,Full-Time,Science,
2772,1,1,1,9500.0,1.0,1.0,124.0,1,19,37,3.0,8.0,117.5,1,0,0,1,1,0,19,0.0,0,8.0,10,5.0,12.858,3.0,0.0,8.0,10.0,5,12.858,3,9.4,-0.8,-3.12,Enrolled,Berlin,Youngest Child,Evening Classes,Medicine,No Special Needs
2235,1,1,1,171.0,1.0,1.0,136.0,1,19,19,4.0,8.0,150.4,1,0,0,1,1,1,21,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Graduate,Brussels,Youngest Child,Evening Classes,Commerce,No Special Needs
4410,1,1,1,9070.0,1.0,1.0,124.0,1,37,19,9.0,4.0,121.2,0,0,0,1,1,1,20,0.0,1,6.0,7,6.0,13.5,0.0,1.0,6.0,9.0,5,12.5,0,10.8,1.4,1.74,Graduate,Istanbul,First Child,Part-Time,Engineering,Special Needs
55,1,1,1,9500.0,1.0,1.0,,1,1,19,5.0,5.0,129.1,1,0,0,1,0,0,18,0.0,0,7.0,9,7.0,13.044444444444444,,0.0,8.0,10.0,8,13.595,0,15.5,2.8,-4.06,Graduate,Amsterdam,,Full-Time,Commerce,
1712,1,42,1,9500.0,1.0,1.0,133.1,41,3,1,3.0,10.0,100.0,1,0,0,0,0,0,33,1.0,1,7.0,10,5.0,12.16,0.0,0.0,6.0,7.0,5,11.34,0,12.4,0.5,1.79,Dropout,Copenhagen,Youngest Child,Evening Classes,Medicine,No Special Needs
621,1,17,2,,1.0,1.0,116.0,1,1,38,4.0,3.0,114.6,1,0,0,1,0,0,19,0.0,0,,15,2.0,,0.0,,5.0,11.0,2,10.0,0,13.9,-0.3,0.79,Dropout,Venice,Middle Child,Part-Time,Science,No Special Needs
140,1,1,5,9500.0,1.0,,,1,37,37,,9.0,128.8,1,0,0,1,0,0,19,,0,7.0,7,,,,0.0,7.0,7.0,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,,,Online,Arts,
279,1,1,1,9500.0,1.0,1.0,129.0,1,19,19,5.0,5.0,119.6,1,0,0,1,0,1,20,0.0,0,7.0,8,7.0,14.00375,0.0,0.0,8.0,11.0,7,13.812857142857142,0,15.5,2.8,-4.06,Graduate,Madrid,Youngest Child,Part-Time,Medicine,No Special Needs
1881,1,39,1,9003.0,1.0,1.0,,1,37,37,9.0,4.0,140.0,0,0,0,1,1,0,35,0.0,0,6.0,16,4.0,12.0,,0.0,6.0,11.0,3,10.333333333333334,0,13.9,-0.3,0.79,Dropout,Stockholm,,Online,Science,
1362,1,39,1,9070.0,1.0,1.0,139.3,1,38,38,5.0,5.0,117.5,0,0,0,1,1,0,28,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Lisbon,Youngest Child,Part-Time,Science,Special Needs
2418,1,53,1,171.0,1.0,42.0,,1,1,19,9.0,9.0,130.0,1,0,0,0,1,1,22,0.0,5,12.0,15,11.0,12.545454545454543,,4.0,11.0,16.0,11,12.666666666666666,0,8.9,1.4,3.51,Graduate,Madrid,,Online,Medicine,
1075,1,1,2,9773.0,1.0,1.0,,1,19,19,4.0,7.0,110.1,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.333333333333334,,0.0,6.0,6.0,6,12.0,0,11.1,0.6,2.02,Graduate,Prague,,Evening Classes,Commerce,
4295,1,39,1,9003.0,1.0,1.0,,1,38,19,9.0,6.0,120.0,1,0,0,1,1,0,28,0.0,7,13.0,19,8.0,11.625,,5.0,10.0,17.0,6,11.0,0,15.5,2.8,-4.06,Enrolled,Brussels,,Evening Classes,Engineering,
1369,1,53,1,9670.0,1.0,42.0,110.0,1,1,19,9.0,9.0,114.2,0,0,0,1,1,1,23,0.0,0,6.0,7,5.0,13.0,0.0,0.0,6.0,7.0,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,Bucharest,First Child,Part-Time,Science,Special Needs
2247,1,43,2,9500.0,1.0,1.0,,1,19,1,9.0,10.0,124.1,0,0,0,1,1,1,21,0.0,0,8.0,8,0.0,0.0,,0.0,8.0,8.0,0,0.0,8,9.4,-0.8,-3.12,Enrolled,Zurich,,Online,Medicine,
